rid,name,area,address,phone no.,opening hours
279,畫出嶄新的一頁,新竹,新竹縣竹東鎮仁愛里近北興路二段1號,無,無
280,天然谷溫泉,新竹,新竹縣尖石鄉錦屏村天然谷25號,03-584-1321,週日~週四 AM 08:00~PM 21:00；週五，週六 AM 08:00~PM 22:00
281,嶢品藝術街坊＆腳踏車芋泥,新竹,新竹縣湖口鄉湖口老街207 號,03-569-6856,無
282,竹北蓮花寺溼地,新竹,新竹縣竹北市蓮花路925號,無,無
283,嶺海山林休閒農場,新竹,新竹縣尖石鄉新樂村煤源10鄰145-1號,03-5842888；0972-316363,無
284,涼山部落,新竹,新竹縣五峰鄉大隘村,無,無
285,新埔林氏家廟,新竹,新竹縣新埔鎮新埔里5鄰成功街136巷16號,無,無
286,新豐濕地,新竹,新竹縣新豐鄉新豐溪出海口,無,無
287,植松材木竹東出張所,新竹,新竹縣竹東鎮東林路131號,無,12月後開放(預約開放)
288,天、人、物、我-全人新埔,新竹,新竹縣新埔鎮中正路792號,無,無
289,李崠山步道,新竹,新竹縣尖石鄉玉峰村,無,無
290,雙園休閒農場,新竹,新竹縣竹北市十興路193號之1,03-550-3155,無
291,沈東寧工作室,新竹,新竹縣峨眉鄉湖光村4鄰赤柯坪9-5,03-580-0153/ 0917-639-895,須預約
292,賽夏族巴斯達隘祭場,新竹,新竹縣122縣道於五峰大橋左轉直行可抵花園,無,去電洽詢
293,金剛寺,新竹,新竹縣北埔鄉南埔村4鄰37號,03-580-3319,無
294,鹿寮坑香菇農場,新竹,新竹縣芎林鄉華龍村5鄰187號,03-593-2691,09：00至18：00
295,鎮西堡教會,新竹,新竹縣尖石鄉秀巒村鎮西堡9鄰14-3號,無,無
296,湖口觀光茶園,新竹,新竹縣湖口鄉潭湖南村3鄰20號,03-597-2874,去電洽詢
297,聖女小德蘭教堂,新竹,新竹縣寶山鄉新城村寶新路537號,03-520-2170,平日不開放，參觀須事先預約
298,內灣老街 ,新竹,新竹縣橫山鄉橫山村23鄰23號,無,無
299,不老居休閒農園,新竹,新竹縣尖石鄉新樂村煤源10鄰61號,03-584-1483/ 0935-119-836,11:00~17:00(午、晚餐用餐請事先預定)
300,竹北六張犁忠孝堂（東平里18號）,新竹,新竹縣竹北市新竹縣竹北市東平里18號,無,無
301,竹北六張犁林家祠,新竹,新竹縣竹北市東平里2鄰16號,無,無
302,榕園圃農莊,新竹,新竹縣湖口鄉湖南村2鄰13號,03-569-2062/0931-054767,星期一~星期五AM09:30~PM18:30只接受20人以上的團體預訂；星期六、日及國定假日AM07:00~PM22:00團體請先預約及安排。
303,惠森自然休閒農場,新竹,新竹縣北埔鄉南坑村山鄰小南村30號,03-580-3657,無
304,元馨柿餅,新竹,新竹縣關西鎮平里4鄰40-1號,03-588-4348,未提供
305,天人岩屋,新竹,新竹縣橫山鄉豐田村1鄰油羅25-6號,03-593-6070/0919-360177,無
306,照門步道群–觀南步道 ,新竹,新竹縣新埔鎮九芎湖24號,無,無
307,新豐三元宮,新竹,新竹縣新豐鄉中崙村2鄰38號,03-599-3317,無
308,名登古道,新竹,新竹縣關西鎮仁安里拱子溝,無,無
309,新光部落,新竹,新竹縣尖石鄉36號,無,無
310,五和宮,新竹,新竹縣芎林鄉 五龍村富林路一段138巷23弄19號,03-593-1730,無
311,上瑞柑園,新竹,新竹縣竹東鎮瑞峰里1鄰1號,03-595-9281/0958-959281,08:00~17:00。產季期間星期一~星期五入園採果請先預約；星期六~星期日固定開放採果
312,樂哈山農場露營區,新竹,新竹縣五峰鄉桃山村18鄰白蘭311-4號,03-585-6268,無
313,新竹縣政府,新竹,新竹縣竹北市光明六路10號,03-551-8101/ 0919-075-858,無
314,秀巒公園,新竹,新竹縣北埔鄉,無,無
315,錦屏教會,新竹,新竹縣尖石鄉錦屏村2鄰45號,無,無
316,文林閣,新竹,新竹縣芎林鄉文林村文山街238號,03-592-4871,無
317,池府王爺廟,新竹,新竹縣新豐鄉新豐村15鄰池府路156號,03-568-0024,無
318,田徑場,新竹,新竹市公園路283號,03-5613935,週一至週五05:00－21:30 週六至週日05:00－18:00
319,香山綜合運動場,新竹,新竹市香北路12號,03-5388868,週一至週日06:00-22:00 ◎管理員服務時間：週一至週日08:00－17:00
320,體育館,新竹,新竹市公園路295號,03-5621138,1.體育館：週一至週五08:00－22:00 週六及週日08:00－17:00 2.地下室羽球場： 週一至週五09:00－11:00/14:00－16:00/19:00－21:30 週六及週日09:00－11:00/14:00－16:00
321,三民網球場,新竹,新竹市中央路364-1號,03-5347814,週一至週日06:00－22:00
322,公六網球場,新竹,新竹市中山路(天公壇旁公六公園內),03-5621138,週一至週日06:00-21:00 ◎管理員服務時間：週二至週六13:00－21:00
323,景觀大道網球場,新竹,新竹市中華路四段(茄苳景觀大道橋下),03-5621138,1.上方球場：週一至週日06:00-21:00 2.下方球場(身心障礙專用球場)提供身心障礙團體申請使用 ◎管理員服務時間：週一至週四、週日13:00-21:00
324,府後網球場,新竹,新竹市府後街46號,03-5621138,1.週一至週五06:00-10:00/15:30-1800 2.週六及週日06:00－18:00
325,香山游泳池,新竹,新竹市頂埔路21號,03-5301585,上午05:30~12:00 下午13:00~16:00 晚間17:00~21:30
326,自由車場,新竹,新竹市綠水里十八尖山,03-5621138,（配合活動開放） ◎管理員服務時間：週一至週五08:00－17:00
327,多功能競技館,新竹,新竹市中華路四段(茄苳景觀大道橋下),03-5621138,配合活動開放 ◎管理員服務時間：週一至週五08:00-17:00
328,棒球場,新竹,新竹市西大路559號,03-5243892,（專業球場配合各項棒球活動開放）
329,竹塹城迎曦門,新竹,新竹市東門街中正路口,無,無
330,進士第,新竹,新竹市北門街179號,無,無
331,鄭用錫墓,新竹,新竹市客雅段447之36地號,無,無
332,新竹火車站,新竹,新竹市中華路2段445號,無,無
333,新竹州廳,新竹,新竹市中正路120號,無,無
334,新竹都城隍廟,新竹,新竹市中山路75號,無,無
335,新竹關帝廟,新竹,新竹市南門街109-1號,無,無
336,新竹長和宮,新竹,新竹市北門街155號,無,無
337,新竹鄭氏家廟,新竹,新竹市北門街185號,無,無
338,新竹金山寺,新竹,新竹市金山路115號,無,無
339,張氏節孝坊,新竹,新竹市湳雅里光華段415地號,無,無
340,蘇氏節孝坊,新竹,新竹市武陵路719地號,無,無
341,楊氏節孝坊,新竹,新竹市石坊街4號,無,無
342,李錫金孝子坊,新竹,新竹市青草湖明湖路486巷,無,無
343,新竹水仙宮,新竹,新竹市北門街135號,無,無
344,新竹州圖書館,新竹,新竹市文化街8號,無,無
345,新竹信用組合,新竹,新竹市大同路130號,無,無
346,新竹神社殘蹟,新竹,新竹市崧嶺路122號,無,無
347,新竹專賣局,新竹,新竹市東門街59號,無,無
348,新竹市役所,新竹,新竹市中央路116號,無,無
349,新竹高中劍道館,新竹,新竹市學府路36號,無,無
350,香山火車站,新竹,新竹市中華路5段349巷2弄7號,無,無
351,辛志平校長故居,新竹,新竹市東門街32號,無,無
352,李克承博士故居,新竹,新竹市勝利路199號,無,無
353,新竹水道-取水口,新竹,新竹市東勢街與水源街交叉口附近,無,無
354,新竹水道-水源地,新竹,新竹市博愛街1號,無,無
355,新竹少年刑務所演武場,新竹,新竹市廣州街20巷18、20號,無,無
356,吉利第,新竹,新竹市北門街173號,無,無
357,春官第,新竹,新竹市北門街167號,無,無
358,康朗段防空碉堡,新竹,新竹市康朗段283地號,無,無
359,康樂段防空碉堡,新竹,新竹市康樂段396地號（新竹市東大路三段335巷42號旁）,無,無
360,周益記,新竹,新竹市北門街57、59、61號,無,無
361,新竹州警察局高等官舍,新竹,新竹市中央路132號,無,無
362,竹蓮里傳統聚落古井,新竹,竹蓮段3012地號,無,無
363,新竹國小百齡樓,新竹,新竹市興學街106號,無,無
364,原台灣銀行新竹支店,新竹,新竹市東前街69號,無,無
365,新竹市消防博物館,新竹,新竹市中山路4號,無,無
366,淨業院,新竹,新竹市北區境福街141巷10號。,無,無
367,十八尖山登山步道,新竹,東區博愛街5巷登山口,無,無
368,北投公園露天溫泉浴池 ,台北,112台北市北投區中山路6號,02-28966939,週一至週日05:30–22:00
369,泉源公園泡腳池園區 ,台北,112台北市北投區珠海路155號,0979-185878,"週二至週日08:00–12:00, 13:00–18:00"
370,地熱谷 ,台北,112台北市北投區,無,無
371,陽明山國家公園冷水坑 ,台北,111台北市士林區菁山路101巷170號,02-28610036,24 小時營業
372,國立故宮博物院,台北,台北市士林區至善路二段221號,02-66103600,暫時關閉
373,市立美術館,台北,台北市中山區中山北路三段181號,02-25957656,參觀消息公告 Visitor Information 【北美館自5月15日至5月28日休館，暫停對外開放】 因應臺北市政府防疫升級為第三級，臺北市立美術館自5月15日至5月28日暫停對外開放及各項活動舉辦。本館將視疫情及市府規定，滾動式調整相關資訊，敬請留意本館官網、FB與IG更新
374,國民革命忠烈祠,台北,台北市中山區北安路139號,02-28854162,無
375,國立歷史博物館,台北,台北市中正區南海路49號,02-23610270,無
376,國立臺灣科學教育館,台北,台北市士林區士商路189號,02-66101234,無
377,國立臺灣藝術教育館,台北,台北市中正區南海路47號,02-23110574,無
378,市立動物園,台北,台北市文山區新光路二段30號,02-29382300,無
379,市立天文科學教育館,台北,台北市士林區基河路363號,02-28314551,週二至週日09:00－17:00
380,國立國父紀念館,台北,台北市信義區仁愛路四段505號,02-27588008,無
381,士林官邸公園,台北,台北市士林區福林路60號,02-28836340,"週二至週日09:00–12:00, 13:30–17:00"
382,陽明公園,台北,台北市北投區湖山路二段26號,無,24 小時營業
383,國立中正紀念堂,台北,台北市中正區中山南路21號,02-23431100,09:00–18:00
384,臺北自來水園區,台北,台北市中正區思源街1號,02-83695104,週二至週日09:00－18:00
385,艋舺龍山寺,台北,台北市萬華區廣州街211號,02-23025162,週一08:00－1800 週二至週日06:00－22:00
386,關渡自然公園,台北,台北市北投區關渡路55號,02-28587417,週二至週五06:00－22:00，週末09:00－18:00
387,臺北當代藝術館,台北,台北市大同區長安西路39號,02-25523721,無
388,北投溫泉博物館,台北,台北市北投區中山路2號,02-28939981,週二至週日09:00－17:00
389,臺北故事館,台北,台北市中山區中山北路三段181-1號,02-25863677,無
390,台北探索館,台北,台北市信義區市府路1號,02-27208889,週二至週日09:00－17:00
391,凱達格蘭文化館,台北,台北市北投區中山路3-1號,02-28986500,週二至週日09:00－17:00
392,臺北觀景台,台北,台北市信義區信義路五段7號89樓,02-81018898,無
393,美麗華摩天輪,台北,台北市中山區敬業三路20號,02-21753456,11:00–23:00
394,臺北市孔廟,台北,台北市大同區大龍街275號,02-25923934,週二至週日08:30－21:00
395,林安泰古厝,台北,台北市中山區濱江街5號,02-25996026,週二至週日09:00－17:00
396,梅庭,台北,台北市北投區中山路6號,02-28972647,無
397,大龍峒保安宮,台北,台北市大同區哈密街61號,02-25951676,06:30–21:30
398,台北霞海城隍廟,台北,台北市大同區迪化街一段61號,02-25580346,06:16–19:47
399,西門紅樓,台北,台北市萬華區成都路10號,02-23119380,週二至週日11:00－21:30
400,草山行館,台北,台北市北投區湖底路89號,02-28622404,週二至週日10:00－17:00
401,寶藏巖,台北,台北市中正區汀州路三段230巷14弄2號,02-23645313,週二至週日10:00－22:00
402,芝山文化生態綠園,台北,台北市士林區雨聲街120號,02-066258,週二至週日09:00－17:00
403,兒童新樂園,台北,台北市士林區承德路五段55號,02-28333823,無
404,華山文化創意產業園區,台北,台北市中正區八德路一段1號,02-23581914,無
405,國立臺灣博物館,台北,台北市中正區襄陽路2號,02-23822566,無
406,松山文創園區,台北,台北市信義區光復南路133號,02-27651388,無
407,台北植物園,台北,台北市中正區南海路53號,02-23039978,無
408,白石湖吊橋,台北,台北市內湖區碧山路,02-27593001,無
409,北投公園露天溫泉浴池,台北,台北市北投區中山路6號,02-28966939,無
410,信義公民會館,台北,台北市信義區松勤街50號,02-27237937,週二至週日09:00－17:00
411,台北國際藝術村,台北,台北市中正區北平東路7號,02-33937377,無
412,臺北市電影主題公園,台北,台北市萬華區康定路19號,02-23123717,無
413,糖廍文化園區,台北,台北市萬華區大理街132之10號,02-23067975,無
414,新芳春茶行,台北,台北市大同區民生西路309號,02-25504141,週三至週日10:00－18:00
415,新北投車站,台北,台北市北投區七星街1號,02-28915558,週二至週四10:00－18:00，週五至周日10:00－20:30
416,福田園教育休閒農場,台北,台北市士林區菁山路131巷18號,02-8622145,無
417,杏花林休閒農場,台北,台北市文山區老泉街45巷30號,02-9394866,無
418,鄉村休閒農場,台北,台北市內湖區大湖街206號 ,08-2602358,無
419,日月滿休閒農場,台北,台北市士林區平菁街150號,02-8614116,無
420,二崎生態休閒農場,台北,台北市北投區復興三路355巷39號,02-8917787,無
421,白石森活休閒農場,台北,台北市內湖區碧山路58號,02-7943131,無
422,清香休閒農場,台北,台北市內湖區大湖街206號,02-7903466,無
423,老泉養生休閒農場,台北,台北市文山區老泉街26巷27號,02-9361230,無
424,梅居休閒農場,台北,台北市士林區平等里平菁街43巷1.3公里左側,0970-993306,無
425,慈音山莊休閒農場,台北,台北市文山區老泉街26巷11號,02-9372480,無
426,中山運動中心,台北,台北市中山區中山北路二段44巷2號,02-5811060,無
427,北投運動中心,台北,台北市北投區石牌路一段39巷100號,02-8202880,無
428,中正運動中心,台北,台北市中正區信義路一段1號,02-3963358,無
429,南港運動中心,台北,台北市南港區玉成街69號,02-6532279,無
430,萬華運動中心,台北,台北市萬華區西寧南路6之1號,02-3759900,無
431,士林運動中心,台北,台北市士林區士商路1號,02-8806066,無
432,內湖運動中心,台北,台北市內湖區洲子街12號,02-6562869,無
433,信義運動中心,台北,台北市信義區松勤街100號,08-7861911,無
434,松山運動中心,台北,台北市松山區敦化北路1號,06-6176789,無
435,大同運動中心,台北,台北市大同區大龍街51號,02-5920055,無
436,大安運動中心,台北,台北市大安區辛亥路3段55號,02-3770300,無
437,文山運動中心,台北,台北市文山區興隆路三段222號,02-2308268,無
438,關渡_金色水岸_八里左岸自行車道,台北,台北市北投區關渡水岸腳踏車道 ,,無
439,三腳渡擺渡口,台北,台北市士林區通河街三腳渡河濱公園,,無
440,關渡碼頭_甘豆門,台北,台北市北投區關渡碼頭,,無
441,迎風河濱公園,台北,台北市中山區濱江街7號水門,,無
442,延平河濱公園,台北,台北市大同區堤外道路,,無
443,關渡水岸公園,台北,台北市北投區知行路360號,,無
444,社子島迎星碼頭,台北,台北市士林區延平北路7段106巷358號,,無
445,大稻埕碼頭_大稻埕碼頭貨櫃市集,台北,台北市大同區大稻埕碼頭,,無
446,美堤碼頭,台北,台北市中山區基隆河基16號水門,,無
447,錫口(彩虹)碼頭,台北,台北市松山區基隆河左岸成美河濱公園內(松河街旁4號水門進入),,無
448,成美右岸河濱公園,台北,台北市內湖區潭美街,,無
449,大佳碼頭_圓山仔,台北,台北市中山區大佳碼頭,,無
450,彩虹河濱公園,台北,台北市內湖區堤頂大道一段,,無
451,美堤河濱公園,台北,台北市中山區樂群一路基隆河基16號水門,,無
452,彩虹橋,台北,台北市松山區連結饒河街與內湖區新明路,,無
453,華中河濱公園,台北,台北市萬華區萬大路底華中橋旁,,24小時營業
454,臺北植物園,台北,台北市中正區南海路53號,,05:30 - 22:00
455,志成公園,台北,台北市士林區中正路與志成街交叉口,,24小時營業
456,菁礐古圳,台北,台北市士林區菁山路131巷,,無
457,新新公園,台北,台北市南港區南港路3段47巷26號,,無
458,南港山系_虎山親山步道,台北,台北市信義區福德街251巷慈惠堂登山口或福德街221巷進入至真光禪寺登山口,,24小時營業
459,內溝溪景觀生態步道,台北,台北市內湖區康樂街61巷73弄34號,,24小時營業
460,南港山系_更寮古道親山步道,台北,台北市南港區舊莊街二段122巷,,24小時營業
461,陽明山溫泉區_小油坑,台北,台北市北投區竹子湖路69號,,09:00 - 16:30
462,二格山系_仙跡岩親山步道,台北,台北市文山區景興路243巷,,24小時營業
463,北投社三層崎公園,台北,台北市北投區秀山路45號,,無
464,華山1914文化創意產業園區,台北,台北市中正區八德路一段1號,,24小時營業
465,永春陂生態濕地公園,台北,台北市信義區松山路657號,,24小時營業
466,三重世貿公園,台北,台北市南港區經貿二路106巷,,無
467,大屯山系_中正山親山步道,台北,台北市北投區登山路143之2號,,無
468,大湖公園,台北,台北市內湖區成功路5段31號,,24小時營業
469,碧湖公園,台北,台北市內湖區內湖路2段175號,,24小時營業
470,五指山系_金面山親山步道,台北,台北市內湖區環山路一段136巷,,24小時營業
471,大屯山系_忠義山親山步道,台北,台北市北投區中央北路四段18巷,,24小時營業
472,富陽自然生態公園,台北,台北市大安區富陽街底、聯勤彈葯庫舊址,,24小時營業
473,福州山公園,台北,台北市大安區辛亥路三段、興隆超市旁(福州山),,24小時營業
474,陽明山國家公園,台北,台北市北投區竹子湖路1-20號(陽明山國家公園管理處),,09:00 - 16:30
475,二二八和平公園,台北,台北市中正區懷寧街、襄陽路、公園路、凱達格蘭大道口,,無
476,五指山系_劍潭山親山步道,台北,台北市中山區中山北路四段71巷2弄69號(公車劍潭站旁),,24小時營業
477,芝山公園,台北,台北市士林區至誠路一段雨聲街,,24小時營業
478,貓空樟樹步道,台北,台北市文山區樟樹步道,,24小時營業
479,敦安公園,台北,台北市大安區信義路四段265巷12弄,,24小時營業
480,山水綠生態公園,台北,台北市南港區南深路37 號,,06:00 - 20:00
481,花博公園,台北,台北市中山區玉門街1號,,24小時營業
482,台北奧萬大,台北,台北市士林區平菁街10巷13號,,10:00 - 18:00
483,中央藝文公園_華山大草原遊戲場,台北,台北市中正區北平東路30號前,,24小時營業
484,臺北市客家文化主題公園,台北,台北市中正區汀州路三段2號,,09:00 - 18:00
485,華江雁鴨自然公園,台北,台北市萬華區華江橋西側,,24小時營業
486,碧山露營場,台北,台北市內湖區碧山路26-6號,,無
487,福林公園,台北,台北市士林區中山北路與福林路交叉口,,24小時營業
488,和平青草園_萬華402號公園,台北,台北市萬華區艋舺大道與西園路交叉口,,24小時營業
489,芝山文化生態綠園_芝山岩展示館,台北,台北市士林區雨聲街120號,,09:00 - 17:00
490,南港公園,台北,台北市南港區東新街170之1號,,24小時營業
491,麗山農民廣場_麗山公園,台北,台北市南港區研究院路四段,,無
492,象山公園,台北,台北市信義區信義路5段150巷,,24小時營業
493,社子島島頭公園,台北,台北市士林區延平北路九段,,24小時營業
494,樂活公園,台北,台北市內湖區康樂街61巷15號,,24小時營業
495,大稻埕公園,台北,台北市大同區歸綏街243號,,24小時營業
496,新生公園_玫瑰園,台北,台北市中山區新生北路3段105號,,24小時營業
497,原住民文化主題公園,台北,台北市士林區至善路2段221號旁,,24小時營業
498,七星山系_天母古道親山步道,台北,台北市士林區中山北路7段232巷,,24小時營業
499,蔣渭水紀念公園,台北,台北市大同區錦西街51號對面,,24小時營業
500,南港山系_麗山橋口親山步道,台北,台北市南港區成福路211巷底北興宮登山口,,24小時營業
501,天母夢想樂園,台北,台北市士林區忠誠路二段七十七號,,無
502,大安森林公園,台北,台北市大安區新生南路二段1號,,24小時營業
503,榮星花園公園,台北,台北市中山區民權東路三段1號,,24小時營業
504,艋舺公園,台北,台北市萬華區廣州街,,24小時營業
505,花卉試驗中心,台北,台北市士林區仰德大道4段175巷32號,,08:00 - 17:00
506,平菁街42巷櫻花,台北,台北市士林區平菁街42巷12號,,24小時營業
507,擎天崗草原,台北,台北市士林區菁山路101巷246 號,,24小時營業
508,南港山系_南港山縱走親山步道,台北,台北市南港區研究院路三段245號,,24小時營業
509,碧湖步道,台北,台北市內湖區內湖路三段60巷12弄與大湖街131巷間,,24小時營業
510,陽明山國家公園冷水坑,台北,台北市士林區菁山路101巷170號,,24小時營業
511,大溝溪親水公園,台北,台北市內湖區大湖山莊街底號,,24小時營業
512,興隆公園,台北,台北市文山區仙岩路128號,,24小時營業
513,內雙溪自然公園,台北,台北市士林區至善路三段150巷,,09:00 - 16:00
514,大屯山系_貴子坑親山步道,台北,台北市北投區秀山路159巷,,24小時營業
515,140高地公園,台北,台北市文山區萬寧街125號,,24小時營業
516,逸仙公園,台北,台北市中正區中山北路一段46號,,09:00 - 12:00、13:00 - 17:00
517,龍船岩步道,台北,台北市內湖區龍船岩步道,,24小時營業
518,五指山系_大崙頭尾山親山步道,台北,台北市內湖區碧山路26-6號(大崙頭尾山步道拓印亭),,24小時營業
519,雙溪生活水岸自行車道,台北,台北市士林區雙溪河濱公園,,24小時營業
520,白石湖同心池,台北,台北市內湖區同心池,,無
521,桂花吊橋步道,台北,台北市南港區舊莊街二段334號,,24小時營業
522,青年公園,台北,台北市萬華區水源路199號,,24小時營業
523,花博公園_花之隧道,台北,台北市中山區中山北路三段181號,,24小時營業
524,七星山系_坪頂古圳親山步道,台北,台北市士林區至善路三段370巷29號,,無
525,糶米古道,台北,台北市信義區吳興街600巷100弄底,,24小時營業
526,圓覺瀑布,台北,台北市內湖區圓覺瀑布,,無
527,北投公園,台北,台北市北投區中山路2號,,24小時營業
528,通化公園,台北,台北市大安區文昌街與通化街口,,無
529,竹子湖,台北,台北市北投區竹子湖路52號,,無
530,舊金山總督溫泉,新北,新北市金山區民生路196號,02-24082628,平日 09：00-24：00 假日 08：30-24：00 ＊國定假日以行政院人事總處公告為準
531,巨龍山莊,新北,新北市烏來區忠治村堰堤路85號,02-26616333,08：00~23：00
532,國際岩湯,新北,新北市烏來區烏來街22號,02-26616351,週一至週日10:00 – 22:00
533,小川源溫泉館,新北,新北市烏來區烏來街32號,02-26616222,08:00 – 00:00
534,奇峰石溫泉山莊,新北,新北市金山區林口28-3號,02-24080829,全年開放
535,香草花源溫泉養生館,新北,新北市萬里區加投路18之4號,02-24987733,9：00~24：00 (最晚進場時間23:00)
536,伊豆商店,新北,新北市烏來區溫泉街72號,02-26617818,全年開放
537,永和樂華夜市,新北,新北市永和區永平路,02-29282828,17:00-01:00
538,樹林夜市,新北,新北市樹林區博愛街,02-26812106,星期一~六 16:30-00:00  星期日 16:00~00:00
539,新莊廟街夜市,新北,新北市新莊區新莊路,02-29929891,週一-週日 16:00-00:00
540,蘆洲廟口夜市(形象商圈),新北,新北市蘆洲區得勝街96號,02-22811484,15:00-24:00
541,黃石公有零售市場,新北,新北市板橋區宮口街37號,02-29693639,08：00~17：00，每週一休市
542,鶯歌南雅路夜市,新北,新北市鶯歌區,02-26780202,全年開放(依店家營業時間為主)
543,新北市立十三行博物館,新北,新北市八里區博物館路200號,02-26191313,週一至週五 09:30－17:00週六至週日 09:30－17:00
544,凌雲禪寺,新北,新北市五股區凌雲路三段116號,02-22913771,05:00~17:00
545,三芝遊客中心及名人文物館,新北,新北市三芝區埔坪里埔頭坑164-2號,02-86355143,09:00-17:00；五至九月09:00-18:00
546,十分瀑布公園,新北,新北市平溪區乾坑10號,02-24958605,"非夏令時間(10月至5月)開放時間9時-17時，最後入園時間4時30分；夏令時間( 6月至9月)開放時間9時-18時，最後入園時間5時30分
"
547,碧潭風景區,新北,新北市新店區新店路,02-29132579,全年開放
548,大板根森林遊樂區,新北,新北市三峽區插角里79號,02-26749228,全年開放
549,新北市立鶯歌陶瓷博物館,新北,新北市鶯歌區文化路200號,02-86772727,週一～週五09:30~17:00、週六，週日及國定假日09:30~18:00；【公休日】 每月第一個星期一（若適逢國定假日照常開放，隔日休館）、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。
550,三峽歷史文物館,新北,新北市三峽區中山路18號,02-86743994,"週二至週日09：00∼ 17：00,週一公休"
551,內洞森林遊樂區,新北,新北市烏來區信賢村,02-26617358,08：00-17：00
552,新北市立黃金博物館,新北,新北市瑞芳區金瓜石金光路8號,02-24962800,"週一～週五09:30~17:00、週六，週日及國定假日09:30~18:00；【公休日】
每月第一個星期一（若適逢國定假日照常開放，隔日休館）、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。"
553,新北市坪林茶業博物館,新北,新北市坪林區水德里水聳淒坑19-1號,02-26656035,週一至週五 09:00—17:00、週六及週日 09:00—17:30；【休館時間】每月第一個星期一（若適逢國定假日照常開放，隔日休館）、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。
554,三峽清水祖師廟,新北,新北市三峽區秀川里長福街1號,02-26711031,04：00∼22：00
555,承天禪寺,新北,新北市土城區承天路96號,02-22671789,06:00-18:30
556,石門洞,新北,新北市石門區崁仔腳,02-86355100,全年開放
557,烘爐地南山福德宮,新北,新北市中和區興南路二段399巷160之1號 ,02-29425277,全年開放
558,石碇老街,新北,新北市石碇區石碇東街,02-26631080,全年開放(依店家營業時間為主)
559,淺水灣海濱公園,新北,新北市三芝區後厝裡北勢子淡金公路,02-26362111,全年開放
560,新店捷運站旅遊服務中心,新北,新北市新店區北宜路2號,02-29188509,"09:00~18:00(平日12:30-13:30午休1小時)
休息時間：平假日12:00-13:00"
561,板橋火車站旅遊服務中心,新北,新北市板橋區縣民大道2段7號地下1樓,02-29657806,"09：00~18：00(不論平假日)
休息時間：平假日13:00-14:00"
562,瑞芳火車站旅遊服務中心,新北,新北市瑞芳區明燈路3段82號,02-24973813,"09:00-18:00
休息時間：平日12:00-13:00
假日12:00-14:30輪休"
563,龍洞灣海洋公園(龍洞灣),新北,新北市貢寮區龍洞街62之3號(台二線85公里處),02-24909258,園區：08:00-18:00 水域：08:00-17:00
564,北海岸及觀音山國家風景區,新北,新北市石門區德茂里下員坑33-6號,02-86355100,全年開放/管理處服務時間: 09:00-17:00
565,東北角暨宜蘭海岸國家風景區,新北,新北市貢寮區福隆里興隆街36號,02-24991115,全年開放
566,鹽寮海濱公園(藍灣海濱休憩園區),新北,新北市貢寮區研海街45號,02-24902991,09:00-18:30
567,滿月圓國家森林遊樂區,新北,新北市三峽區有木里174-1號,02-26720004,週一-週五08:00-17:00 週六-周日07:00-17:00
568,野柳海洋世界,新北,新北市萬里區野柳里港東路167-3號,02-24921111,週一至週五 : 09：00~17：00│週六至週日、連續假期 : 9：00~17：30
569,雲仙樂園,新北,新北市烏來區瀑布路1-1號,02-26616510,9:30-22:00
570,紅樹林自然保留區,新北,新北市淡水區紅樹林,02-26221020,全年開放
571,淡水老街,新北,新北市淡水區中正路、重建街、清水街一帶,02-26221020,全年開放(依店家營業時間為主)
572,淡水漁人碼頭,新北,新北市淡水區觀海路199號,02-28058476,港區為24小時開放，商家營業時間為11:00~20:00來訪前可電洽02-28053442漁人碼頭保全中心查詢。
573,三峽老街,新北,新北市三峽區民權街37-147號,02-26711017,全年開放(依店家營業時間為主)
574,烏來溫泉,新北,新北市烏來區烏來街、溫泉街與環山路一帶,02-26616442,全年開放(依店家營業時間為主)
575,朱銘美術館,新北,新北市金山區西勢湖2號,02-24989940,"將於2018年1月22日至2月15日休館，並於2月16日（大年初一）開館
5-10月：10:00-18:00  (17:00停止售票) 
11-4月：10:00-17:00  (16: 00停止售票)每週一休館，逢國定假日則照常開放"
576,烏來泰雅民族博物館,新北,新北市烏來區烏來街12號,02-26618162,"週一至週五：0930-1700，
周六周日：0930-1800，
【休館時間】每月第一周星期一、農曆除夕及初一、選舉日、政府公告天然災害停止上班日、館方公告休館日"
577,世界宗教博物館,新北,新北市永和區中山路一段236號7樓,02-82316118,開放時間：每週二至週日10:00AM-17:00PM， 休館日：每週一、除夕、大年初一～五
578,十八王公廟,新北,新北市石門區乾華里阿里磅1號之1,02-26382453,全年開放(依廟方時間為主)
579,紅毛城園區(新北市立淡水古蹟博物館),新北,新北市淡水區中正路28巷1號,02-26231001,"週一至週五 9:30—17:00 週六至週日 9:30—18:00，夏季延長開放時間（4月至10月，僅戶外區）：週一至週五 17:00—20:00 週六至週日 18:00—20:00

休館時間：
每月第一個星期一（逢國定假日照常開放，翌日休館）、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。"
580,林本源園邸,新北,新北市板橋區西門街9號,02-29653061,每日 09：00~17：00。每週五夜間延長開放至19：00(每月第一個週一休園，遇國定假日照常開放)
